model,run_id,run_folder,case_label,problem_index,ground_truth,predicted,correct,status
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,257,15,8,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,264,60,72,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,281,0.38,0.8,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,327,11.8,14.7,0,OK_AFTER_JSON_REPAIR
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,348,285,287 metres,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,364,74.85,66.22,0,OK_AFTER_JSON_REPAIR
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,365,23.9,24.2,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,420,8,8 cm,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,432,8.246,6.36,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,\(\frac{(x+3)^2}{49} - \frac{(y+3)^2}{31} = 1\),0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,441,$\frac{4}{5}$,4/5,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,447,$\frac{20}{29}$,20/29,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,449,$\frac{1}{x}$,sec(θ) = 1/cos(θ),0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,457,$(x-1)^{2}+(y-3)^{2}=36$,(x-1)^2 + (y-3)^2 = 36,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,472,"(0,0)","(0, 5)",0,OK
