model,run_id,run_folder,case_label,problem_index,ground_truth,predicted,correct,status
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,46,110°,110°,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,48,130°,50°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,49,100°,80°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,50,140°,40°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,53,55°,125°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,55,55°,35°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,56,40°,40°,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,57,20°,20°,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,58,55°,55°,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,59,50°,50°,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,60,45°,45°,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,64,40cm,80,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,72,8cm,8,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,73,140°,140°,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,78,125°,40°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,79,16cm,16,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,81,25°,65°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,84,√{3},1,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,86,2√{3},2,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,88,128°,64°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,95,30°,30,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,99,64°,37,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,108,8m,6,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,109,40°,40°,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,112,2.4,2.4037,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,114,\frac{1}{2}cm^{2},0.25π - 0.5,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,115,4πcm,4π,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,117,2√{2}cm,3 cm,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,119,240cm^{2},240π cm²,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,120,9πcm^{2},25π,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,123,15π,4π,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,128,4cm,4.0,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,132,10.2m,10.8,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,133,120m,100.0 m,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,149,\frac{20}{3},4.0,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,150,\frac{40}{7}m,11/3,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,151,5.1,6.8 units,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,152,4m,2.5,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,153,1.5m,3.0,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,157,\frac{3}{5},4/5,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,165,\frac{√{3}}{2},1.0,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,198,60,60,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,207,157.1,226.9,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,210,15,15,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,211,38,33°,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,223,\sqrt{7},2,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,239,8,3,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,243,1591,1147,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,257,15,9.6,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,264,60,80,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,281,0.38,0.96,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,327,11.8,14.9,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,348,285,288,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,364,74.85,66.23,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,365,23.9,23.6,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,420,8,8 cm,1,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,432,8.246,7.28,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,438,\frac{(x+3)^2}{25}-\frac{(y+3)^2}{25}=1,\frac{(x+3)^2}{25} - \frac{(y+3)^2}{13} = 1,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,441,$\frac{4}{5}$,4/5,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,447,$\frac{20}{29}$,20/29,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,449,$\frac{1}{x}$,sec θ = 1/x,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,457,$(x-1)^{2}+(y-3)^{2}=36$,(x - 1)^2 + (y - 3)^2 = 36,0,OK
mistralai/mistral-small-3.2-24b-instruct,run-3,Dataset_split\diagrams\Setting_1&2\FTFD,full_text + full_diagram,472,"(0,0)","(0, 0)",1,OK
